Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Cô Haû Gaí (2016), Horror| Romance,2016/09/16,Vietnam,6.6,105
Bad Meat (2011), Comedy| Horror,2013/03/26,USA,3.6,-1
When the Lights Went Out (2012), Horror,2012/09/14,UK,5.4,86
American Conjuring (2016), Horror,2016/04/11,Canada,2.4,86
Storage 24 (2012), Horror| Sci-Fi,2012/06/29,UK,4.4,87
House Hunting (2013), Horror| Mystery| Thriller,2013/02/01,USA,5.2,102
Dracula Reborn (2015), Horror,2015/05/18,UK,1.9,102
The Duplex (2015), Horror,2015/03/06,Nigeria,2.9,-1
Playing with Dolls: Bloodlust (2016), Horror,2016/01/01,USA,2.4,-1
Nightlight (2015), Horror| Thriller,2015/03/27,USA,4.5,85
Great Grand Masti (2016), Comedy| Drama| Fantasy| Horror,2016/07/15,India,3.7,134
Lesson of the Evil (2012), Horror| Thriller,2012/11/10,Japan,6.7,129
Tell Me Your Name (2017), Drama| Horror| Thriller,2017/01/01,USA,-1,-1
Kaashmora (2016), Action| Comedy| Fantasy| Horror,2016/10/28,USA,5.6,163
Danur: I Can See Ghosts (2017), Horror,2017/03/30,Indonesia,5.8,-1
Mohawk (2017), Action| Drama| History| Horror| Thriller,2017/07/15,Canada,5.4,91
Wait Till Helen Comes (2016), Family| Fantasy| Horror| Thriller,2016/11/12,USA,5.1,87
Ejecta (2014), Horror| Sci-Fi,2015/02/27,USA,3.7,82
Applecart (2017), Horror,2017/09/22,USA,5.8,-1
Lyst (2017), Horror| Mystery| Thriller,2017/04/21,Norway,4.4,84
Alléluia (2014), Crime| Horror| Romance| Thriller,2014/11/12,Belgium,6.2,93
Scent (2014), Horror,2014/10/01,USA,4.8,62
The Wanderers: The Quest of The Demon Hunter (2017), Drama| Fantasy| Horror| Mystery| Thriller,2017/06/05,Romania,7.9,106
Tokyo Vampire Hotel (2017), Fantasy| Horror,2017/10/05,Spain,6.2,142
Milfs vs. Zombies (2015), Comedy| Horror,2015/07/24,USA,3.1,-1
Eat (2014), Drama| Horror| Thriller,2014/07/05,Switzerland,4.9,92
Return to Nuke 'Em High Volume 1 (2013), Comedy| Horror| Sci-Fi,2013/11/01,USA,5.5,85
What lies within (2014), Drama| Horror| Thriller,2014/12/04,Italy,5.3,85
ABCs of Death 2.5 (2016), Comedy| Horror,2016/08/02,USA,4.6,85
No Vacancy (2012), Horror,2012/01/01,USA,4.2,81
The Ganzfeld Haunting (2014), Horror| Thriller,2014/02/07,USA,3.1,87
Krampus: The Devil Returns (2016), Action| Horror| Thriller,2016/10/04,USA,1.6,83
The Theatre Bizarre (2011), Horror,2012/05/09,France,5.2,114
Wraith (2017), Horror| Mystery| Thriller,2017/04/05,USA,6.8,-1
Steelmanville Road (2017), Horror,2017/05/04,USA,4.3,94
No Tell Motel (2012), Horror,2012/10/09,USA,3.5,84
Mischief Night (2013), Drama| Horror| Thriller,2013/10/30,USA,4.6,87
The Monkey's Paw (2013), Horror| Thriller,2013/10/08,USA,4.5,91
Strangers Within (2017), Drama| Horror| Thriller,2017/04/24,UK,4.4,95
Pizza (2012), Horror| Romance| Thriller,2012/10/19,India,8.1,127
Queen of Spades: The Dark Rite (2015), Horror| Mystery| Thriller,2016/06/10,USA,5.5,92
Almost Human (2013), Horror| Sci-Fi| Thriller,2014/09/26,Spain,4.6,-1
Museum (2016), Crime| Horror| Thriller,2016/11/12,Japan,6.1,-1
Battle of the Damned (2013), Action| Adventure| Horror| Sci-Fi| Thriller,2014/03/14,India,4.5,88
Bonejangles (2017), Comedy| Horror,2017/07/18,USA,4.6,78
Mojin - The Lost Legend (2015), Action| Adventure| Drama| Fantasy| Horror| Mystery| Thriller,2015/12/18,USA,6,127
House of Dust (2013), Horror| Thriller,2013/11/01,USA,3.8,90
Eroddity(s) (2014), Drama| Fantasy| Horror,2014/04/23,France,4,70
Captured (2017), Horror| Thriller,2017/01/01,USA,6.5,-1
Siccîn (2014), Horror,2014/09/26,Turkey,6.4,96
Krampus: The Reckoning (2015), Horror,2015/11/03,USA,2.3,-1
Gingerdead Man Vs. Evil Bong (2013), Comedy| Horror,2013/10/29,USA,4.2,80
The Caretaker (2016), Horror| Thriller,2016/09/30,USA,4.2,80
All Through the House (2015), Horror,2015/10/31,USA,4.8,88
Blood Hunters (2016), Horror| Thriller,2016/12/03,USA,4.1,90
Donner Pass (2011), Horror,2012/11/15,Germany,4.6,-1
BnB HELL (2017), Horror,2017/06/15,USA,7.8,90
The Hoarder (2015), Horror| Thriller,2015/01/01,USA,4.6,84
Sam Was Here (2016), Horror| Mystery| Thriller,2017/04/06,France,4.5,75
V/H/S Viral (2014), Horror| Thriller,2014/10/23,USA,4.2,81
Can't Take It Back (2017), Horror| Sci-Fi| Thriller,2017/10/26,USA,6.4,-1
Wyrmwood: Road of the Dead (2014), Action| Comedy| Horror,2015/02/13,USA,6.3,98
The Labyrinth (2017), Fantasy| Horror| Sci-Fi,2017/01/01,USA,7.4,-1
Coffin 2 (2017), Crime| Horror| Thriller,2017/08/05,USA,7.5,101
The Pyramid (2014), Action| Adventure| Horror| Thriller,2014/12/05,USA,4.6,89
WolfCop (2014), Comedy| Horror,2015/02/25,Philippines,5.5,79
Kill or Be Killed (2015), Horror| Mystery| Thriller| Western,2016/03/01,USA,4.4,103
Vampire (2011), Drama| Horror| Thriller,2012/09/15,Japan,5.4,120
Anguish (2015), Drama| Horror,2016/04/01,UK,4.5,91
Among the Living (2014), Horror| Thriller,2014/04/30,France,5.4,90
Julia X (2011), Comedy| Horror| Thriller,2013/07/11,South Korea,4.5,92
Extraordinary Tales (2013), Animation| Horror| Mystery,2015/10/23,USA,6.4,73
Bonehill Road (2017), Horror,2017/10/27,USA,9.8,-1
Comforting Skin (2011), Drama| Fantasy| Horror| Thriller,2012/01/20,USA,4.9,109
Zombie Ass: The Toilet of the Dead (2011), Comedy| Horror,2012/02/25,Japan,4.8,85
Among Friends (2012), Comedy| Horror,2014/01/07,Netherlands,4.5,80
Habit (2017), Horror,2017/01/01,UK,7.1,90
Amityville Exorcism (2017), Horror,2017/01/03,USA,1.5,77
10/31 (2017), Horror,2017/10/01,USA,-1,-1
The Stranger (2014), Drama| Horror| Mystery| Thriller,2015/06/12,USA,4.9,93
Dark Summer (2015), Horror| Thriller,2015/01/09,USA,4.2,81
Dead Rising: Endgame (2016), Action| Horror| Sci-Fi,2016/06/20,USA,4.8,96
The Exorcism of Anna Ecklund (2016), Horror,2016/03/07,UK,2.7,75
Home Sweet Home (2013), Horror| Thriller,2013/05/14,USA,4.7,80
Stage Fright (2014), Comedy| Horror| Musical,2014/04/03,USA,5.2,89
Monster Brawl (2011), Action| Comedy| Horror| Sport,2012/03/30,USA,3.6,89
The Unraveling (2015), Drama| Horror| Thriller,2015/10/15,USA,6.5,85
Fear Clinic (2014), Horror,2015/01/30,USA,5.2,95
Dude Bro Party Massacre III (2015), Comedy| Horror,2015/07/07,USA,6.3,91
Aftershock (2012), Action| Adventure| Horror| Thriller,2014/06/12,Chile,4.8,89
The Forest of the Lost Souls (2017), Drama| Horror| Mystery| Thriller,2017/10/12,Portugal,6.9,71
Felt (2014), Drama| Horror| Romance,2014/09/20,USA,4.7,80
I Am a Hero (2015), Action| Horror,2016/04/23,Japan,6.9,126
Go Goa Gone (2013), Action| Adventure| Comedy| Horror,2013/05/10,India,6.7,108
Besetment (2017), Horror| Thriller,2017/06/06,USA,3.3,76
The Maus (2017), Drama| Fantasy| Horror,2017/09/22,USA,6.1,-1
A Night of Horror Volume 1 (2015), Horror| Thriller,2015/11/01,Australia,4.5,88
Grave Encounters 2 (2012), Horror,2012/10/02,USA,5.1,95
Spook Bridge (2017), Horror,2017/10/25,USA,3.7,-1
Crawlspace (2012), Horror| Mystery| Sci-Fi| Thriller,2012/11/12,UK,4.8,86
The Redwood Massacre (2014), Fantasy| Horror,2014/09/28,USA,3.8,82
Amber Alert (2012), Horror| Mystery| Thriller,2012/11/02,USA,4.6,80
Darkness Rising (2017), Horror,2017/06/30,USA,3.3,81
American Poltergeist (2015), Horror,2016/03/02,Philippines,2.3,93
Cassadaga (2011), Horror| Thriller,2013/10/11,USA,5.3,108
The Possession Experiment (2016), Horror| Thriller,2016/11/17,Peru,3.6,84
Shrew's Nest (2014), Drama| Horror| Thriller,2014/12/25,Spain,6.7,91
WNUF Halloween Special (2013), Comedy| Horror,2013/10/18,USA,6.7,83
Bigfoot: The Lost Coast Tapes (2012), Horror| Mystery| Thriller,2012/10/26,USA,4.5,90
Don't Blink (2014), Horror| Mystery| Thriller,2014/09/18,USA,4.8,92
All Girls Weekend (2016), Action| Adventure| Horror| Thriller,2016/07/12,USA,5.6,85
White God (2014), Drama| Fantasy| Horror| Thriller,2014/06/12,Hungary,6.9,121
Antiviral (2012), Horror| Sci-Fi| Thriller,2013/02/13,France,5.7,108
Path (2015), Action| Drama| Horror| Thriller,2015/10/12,Spain,3.6,85
Indigenous (2014), Horror,2016/01/05,USA,5.3,86
The Faith of Anna Waters (2016), Drama| Horror| Mystery| Thriller,2016/05/06,USA,3.8,95
The Hollow Child (2017), Horror| Thriller,2017/02/09,Canada,7,92
The Sunday Night Slaughter (2017), Action| Comedy| Horror,2017/10/31,USA,-1,90
Rum 213 (2017), Adventure| Horror| Mystery,2017/02/24,Sweden,4.8,80
The Day (2011), Action| Drama| Horror| Sci-Fi| Thriller,2012/09/20,Russia,5.2,87
Muck (2015), Horror,2016/02/17,Philippines,2.6,-1
Outpost: Black Sun (2012), Action| Horror| Sci-Fi,2012/01/01,UK,5,101
Willow Creek (2013), Horror| Mystery| Thriller,2014/05/02,UK,5.1,80
The Witching (2016), Horror,2016/11/03,USA,3.9,80
The Sleep Curse (2017), Horror,2017/05/26,Hong Kong,6.2,102
Occupants (2015), Horror| Sci-Fi| Thriller,2015/12/14,USA,6.9,81
Havenhurst (2016), Horror| Mystery| Thriller,2017/02/10,USA,4.9,80
Slasher.com (2017), Horror| Thriller,2017/01/16,UK,3.4,89
Pod (2015), Horror| Mystery| Thriller,2015/08/28,USA,4.3,76
The Innocents (2015), Horror,2015/04/09,Belgium,5.2,-1
Robert and the Toymaker (2017), Horror,2017/08/21,UK,4.8,84
Unnatural (2016), Action| Horror| Thriller,2016/10/16,USA,4,89
Attack on Titan: Part 2 (2015), Action| Drama| Fantasy| Horror| Sci-Fi,2015/10/20,USA,4.8,87
Apartment 1303 3D (2012), Horror,2013/07/25,USA,2.6,85
Inside (2016), Horror| Thriller,2017/07/28,Spain,4.3,100
The Snare (2017), Horror| Thriller,2017/01/06,USA,4.8,90
What We Become (2015), Horror| Thriller,2016/05/13,USA,5.6,85
Infini (2015), Horror| Sci-Fi| Thriller,2015/05/20,Philippines,5.4,110
The Walking Deceased (2015), Comedy| Horror,2015/03/20,USA,3.4,88
Ayla (2017), Drama| Fantasy| Horror| Thriller,2017/10/06,USA,9,-1
Out of the Dark (2014), Horror| Thriller,2015/04/10,Mexico,4.7,92
Another WolfCop (2017), Comedy| Horror,2016/09/25,USA,5.2,82
Welcome to Willits (2016), Horror| Sci-Fi,2017/09/22,USA,3.9,82
The Pack (2015), Horror| Thriller,2016/02/05,USA,5,90
Paranormal Whacktivity (2013), Comedy| Horror,2013/10/15,USA,2.4,89
Let's Be Evil (2016), Horror| Sci-Fi| Thriller,2016/08/05,USA,5,82
The Editor (2014), Comedy| Horror| Mystery,2014/10/18,USA,6.1,95
Goddess of Love (2015), Drama| Horror| Mystery| Thriller,2015/08/31,UK,5.4,93
Like.Share.Follow. (2017), Horror| Romance| Thriller,2017/10/31,USA,-1,97
Lucifer (2016), Horror| Thriller,2016/01/01,USA,7.7,-1
Always Watching: A Marble Hornets Story (2015), Horror,2015/04/07,USA,4.8,92
A Closer Walk with Thee (2017), Drama| Horror,2017/02/28,USA,5.1,90
Grabbers (2012), Comedy| Horror| Sci-Fi| Thriller,2012/08/10,Ireland,6.3,94
Dreamworks Spooky Stories (2012), Animation| Adventure| Comedy| Family| Fantasy| Horror| Mystery| Romance| Sci-Fi,2012/10/26,USA,6.7,84
Night of the Templar (2013), Horror| Mystery,2013/02/04,UK,6.6,101
The Last Days (2013), Adventure| Horror| Sci-Fi| Thriller,2013/03/27,Spain,6.2,100
Shark Exorcist (2015), Horror,2015/08/14,USA,1.5,71
Let Us Prey (2014), Horror| Thriller,2015/06/12,Ireland,5.7,92
The Remains (2016), Horror| Thriller,2016/08/05,USA,3.7,85
The Night Before (2017), Horror,2017/09/19,USA,6.5,81
Uncaged (2016), Comedy| Horror| Thriller,2016/02/06,USA,4.4,95
Crazy Lake (2016), Comedy| Horror,2017/10/01,USA,3.8,80
Recovery (2016), Horror| Thriller,2016/10/28,USA,4.6,82
III: The Ritual (2015), Drama| Horror| Thriller,2015/10/23,Germany,5,80
Sicilian Vampire (2015), Crime| Drama| Horror| Thriller,2015/09/10,USA,8.1,124
Devil's Due (2014), Horror| Mystery| Thriller,2014/01/17,USA,4.1,89
1920 London (2016), Horror| Mystery,2016/05/06,USA,4.1,120
At the Devil's Door (2014), Horror,2014/08/08,USA,4.8,91
Hangman (2015), Horror| Thriller,2016/02/09,USA,4.7,85
Pitchfork (2016), Horror,2017/01/13,USA,3,94
Central Park (2017), Horror| Thriller,2017/06/06,USA,7.6,90
The Apparition (2012), Horror| Thriller,2012/08/24,USA,4.1,83
Haunt (2014), Horror| Mystery| Romance,2014/03/20,Kuwait,5.2,86
The Circle (2015), Drama| Fantasy| Horror| Mystery| Thriller,2015/02/18,Sweden,5.9,144
Rosewood Lane (2011), Horror| Thriller,2012/07/05,Russia,4.6,97
The Shadow Within (2017), Crime| Horror,2017/01/01,USA,-1,-1
ATM (2012), Horror| Thriller,2012/03/02,USA,4.7,90
The Devil's Dolls (2016), Horror| Thriller,2016/09/16,USA,4.2,85
Bloodsucking Bastards (2015), Comedy| Horror,2015/01/22,USA,5.7,86
The Covenant (2017), Horror,2017/02/07,USA,3.3,-1
Chained (2012), Horror| Thriller,2013/07/18,South Korea,6.4,94
Nymph (2014), Drama| Fantasy| Horror| Thriller,2014/05/01,Serbia,4.1,94
Death Note: Light Up the New World (2016), Crime| Drama| Horror| Sci-Fi| Thriller,2016/10/29,Japan,5.9,135
Father's Day (2011), Action| Comedy| Horror,2014/01/11,Japan,6,99
Frankenstein's Army (2013), Horror,2013/11/02,Japan,5.3,84
The Ice Cream Truck (2017), Comedy| Horror| Mystery| Thriller,2017/08/18,USA,4.3,96
The Chosen (2015), Horror| Thriller,2015/07/24,USA,3.6,88
Extinction (2015), Drama| Horror| Sci-Fi,2015/07/31,USA,5.8,112
Abattoir (2016), Horror| Mystery| Thriller,2016/12/09,USA,4.4,98
Detention (2011), Comedy| Horror| Sci-Fi,2012/04/13,USA,5.8,-1
A Haunting at Silver Falls (2013), Horror| Thriller,2013/05/28,USA,4.8,96
Ratter (2015), Drama| Horror| Thriller,2016/02/12,USA,4.6,80
Berserk: The Golden Age Arc I - The Egg of the King (2012), Animation| Action| Adventure| Drama| Fantasy| Horror| War,2012/04/26,Russia,7.7,76
Stitches (2012), Comedy| Horror,2012/10/26,Ireland,5.7,86
Sleeping Beauty (2014), Adventure| Fantasy| Horror,2014/07/16,South Korea,2.7,89
Day of Reckoning (2016), Action| Horror| Sci-Fi,2016/10/08,USA,3.3,85
Unsullied (2014), Action| Horror| Thriller,2015/08/28,USA,4.3,93
House on Elm Lake (2017), Horror,2017/09/11,UK,3.1,96
Resolution (2012), Horror| Mystery| Thriller,2013/01/23,USA,6.2,-1
The Lesson (2015), Drama| Horror| Thriller,2016/02/29,UK,4.3,97
Faces (2014), Horror| Thriller,2014/10/10,USA,7.1,-1
Cub (2014), Adventure| Horror,2014/10/29,Belgium,5.9,84
Game of Death (2017), Horror| Thriller,2017/03/20,France,4.5,73
Ava's Possessions (2015), Comedy| Horror| Mystery| Thriller,2016/03/04,USA,5.6,89
Bad Milo (2013), Comedy| Horror,2013/08/29,USA,5.7,85
The Nightmare (2015), Drama| Horror| Mystery,2016/05/26,Germany,6.7,92
Chastity Bites (2013), Comedy| Horror,2013/01/01,USA,4.7,93
Arbor Demon (2016), Drama| Horror| Thriller,2017/02/03,USA,4.1,100
Cut Shoot Kill (2017), Action| Horror| Thriller,2017/01/01,USA,6.5,98
Legion (2016), Horror,2016/10/25,USA,8.3,105
Little Dead Rotting Hood (2016), Horror,2016/01/05,USA,3.6,88
The Ouija Experiment (2013), Horror,2014/05/02,USA,3.3,92
Dark Was the Night (2014), Drama| Horror| Thriller,2015/07/24,USA,5.6,90
Scrawl (2015), Fantasy| Horror,2015/10/17,USA,6.8,82
The Seasoning House (2012), Drama| Horror| Thriller,2013/06/21,UK,6.1,90
The Battery (2012), Adventure| Drama| Horror,2013/06/04,USA,6.4,101
Kyaa Kool Hain Hum 3 (2016), Comedy| Horror,2016/01/22,USA,1.8,124
Scare Campaign (2016), Horror,2016/10/25,USA,5.9,80
Sacrifice (2016), Crime| Horror| Mystery| Thriller,2016/04/29,USA,5.3,91
Attack of the Killer Donuts (2016), Comedy| Horror,2016/07/08,USA,3.9,98
Child of Satan (2017), Horror,2017/05/23,USA,2.1,100
Twixt (2011), Comedy| Fantasy| Horror| Mystery,2012/04/11,Belgium,4.8,88
FirstBorn (2016), Horror,2017/04/13,Netherlands,4.9,86
Anarchy Parlor (2015), Horror,2015/05/12,USA,4.7,98
Dead Trigger (2017), Action| Horror,2017/06/28,Russia,8,-1
Gallowwalkers (2012), Action| Fantasy| Horror| Thriller| Western,2014/03/15,Japan,3.6,90
Terra Formars (2016), Action| Horror| Sci-Fi,2016/04/29,Japan,4.8,108
Djinn (2013), Horror| Thriller,2013/10/31,United Arab Emirates,4.5,82
Debug (2014), Horror| Sci-Fi,2015/06/12,USA,4.3,86
School Spirits (2017), Adventure| Comedy| Fantasy| Horror,2017/10/06,USA,8.1,-1
Rufus (2012), Drama| Horror,2013/10/13,USA,6.2,109
Wrecker (2015), Action| Horror| Thriller,2017/07/07,USA,3.5,83
The Moth Diaries (2011), Drama| Fantasy| Horror| Mystery,2012/05/17,United Arab Emirates,4.9,82
We Go On (2016), Drama| Horror| Thriller,2017/02/07,Japan,5.8,89
The Possession of Michael King (2014), Horror,2014/08/22,USA,5.7,83
Good Manners (2017), Fantasy| Horror,2017/09/24,USA,6.9,135
The House at the End of Time (2013), Drama| Horror| Mystery| Thriller,2013/06/21,Venezuela,6.8,101
Whispers (2015), Drama| Horror| Thriller,2017/03/21,USA,6.7,90
Hansel & Gretel Get Baked (2013), Comedy| Horror,2013/02/19,USA,4.3,86
Absentia (2011), Drama| Horror| Mystery,2013/04/11,Argentina,5.8,87
Cruel Summer (2016), Drama| Horror| Thriller,2016/08/27,UK,5.7,80
Psychopaths (2017), Horror,2017/04/20,USA,4.4,85
Seoul Station (2016), Animation| Horror,2016/08/17,South Korea,6.1,92
"Fear, Inc. (2016)", Comedy| Horror| Thriller,2016/10/21,USA,5.5,90
Lumberjack Man (2015), Comedy| Horror,2015/10/16,USA,4.3,105
Cottage Country (2013), Comedy| Crime| Horror| Romance,2013/03/14,Kuwait,5.6,91
Wer (2013), Action| Horror| Mystery| Thriller,2014/08/19,USA,5.9,89
Bound to Vengeance (2015), Horror| Thriller,2015/10/08,Italy,5.6,93
Nekromantik 2 (1991), Horror,2015/02/10,USA,5.4,104
Wolf Creek 2 (2013), Horror,2014/04/17,USA,6.1,106
Range 15 (2016), Comedy| Horror,2016/06/15,USA,5.4,89
The Hollow One (2015), Horror| Sci-Fi| Thriller,2017/07/01,USA,4.7,95
Preservation (2014), Horror| Thriller,2015/01/09,USA,4.7,90
Fresh Meat (2012), Comedy| Horror,2012/10/25,New Zealand,5.4,91
Burning Bright (2010), Drama| Horror| Thriller,2012/05/02,Bahrain,5.9,86
Nocturne (2016), Horror,2016/07/17,USA,4.7,90
The Canal (2014), Horror| Mystery| Thriller,2014/10/10,USA,5.9,92
Camera Obscura (2017), Horror| Thriller,2017/06/09,USA,4.7,95
Frankenstein (2015), Horror| Thriller,2015/10/29,Turkey,5.1,89
The Diabolical (2015), Horror| Sci-Fi,2015/08/13,Kuwait,4.7,86
Exeter (2015), Horror| Mystery| Thriller,2015/01/01,USA,4.6,91
Berserk: The Golden Age Arc III - The Advent (2013), Animation| Action| Adventure| Fantasy| Horror,2013/02/01,Japan,8,110
Starve (2014), Horror| Thriller,2014/10/03,Spain,4.8,98
Dead Before Dawn 3D (2012), Adventure| Comedy| Horror,2012/10/11,Russia,5.1,88
Circus Kane (2017), Horror,2017/09/08,USA,4.5,88
Mockingbird (2014), Horror| Thriller,2014/10/07,USA,4.1,81
Ajin: Demi-Human (2017), Action| Horror| Mystery,2017/09/30,Japan,8,-1
Ghosts of Darkness (2017), Horror,2017/03/01,USA,4.7,-1
They're Watching (2016), Comedy| Horror| Thriller,2016/03/25,USA,5.7,95
Avalanche Sharks (2014), Action| Horror| Sci-Fi,2014/01/12,USA,2.3,82
Evolution (2015), Horror| Mystery| Sci-Fi,2016/11/25,USA,6,81
Machhli Jal Ki Rani Hai (2014), Horror,2014/06/13,India,4.4,120
The Evil Within (2014), Animation| Horror,2014/11/20,USA,7.4,122
Dracula 3D (2012), Horror| Romance| Thriller,2013/10/04,USA,3.6,110
The Final (2010), Drama| Horror| Thriller,2013/02/07,Bahrain,5.4,93
The Last Heist (2016), Action| Horror| Thriller,2016/06/17,USA,3.5,84
The Blood Lands (2014), Horror| Mystery| Thriller,2015/09/01,USA,4.7,79
It Came from the Desert (2017), Action| Comedy| Horror,2017/01/01,Finland,6.3,89
Night of Something Strange (2016), Comedy| Horror,2016/11/22,USA,4.7,94
Aliens: Zone of Silence (2017), Horror| Mystery| Sci-Fi,2017/10/24,USA,6.5,79
Some Kind of Hate (2015), Horror,2015/09/18,USA,4.5,82
Strippers vs Werewolves (2012), Comedy| Horror,2012/11/24,USA,3.1,93
Summer Camp (2015), Horror,2016/06/10,Spain,5.1,81
Dead Shack (2017), Horror,2017/07/02,Switzerland,6.5,85
Blood Punch (2014), Horror| Thriller,2014/02/21,USA,6.5,104
Death Do Us Part (2014), Horror| Thriller,2014/04/15,USA,4.3,89
Aftermath (2015), Horror| Thriller,2015/03/27,USA,4.7,92
Minutes Past Midnight (2016), Horror| Thriller,2016/10/18,USA,5,98
Dark Signal (2016), Horror| Mystery| Thriller,2017/06/02,USA,4.3,98
I Had a Bloody Good Time at House Harker (2016), Comedy| Horror,2016/10/08,USA,5.8,80
Wtf! (2017), Horror,2017/08/01,USA,4,80
Suburban Gothic (2014), Comedy| Horror,2015/01/30,USA,5.5,90
Poultrygeist: Night of the Chicken Dead (2006), Comedy| Horror| Musical| Sci-Fi,2012/07/06,USA,6.2,103
Halloween Pussy Trap Kill Kill (2017), Horror,2017/10/27,USA,3.6,86
Birdemic 2: The Resurrection (2013), Action| Comedy| Horror,2013/04/16,USA,1.7,-1
Charlie's Farm (2014), Comedy| Horror,2014/12/04,Australia,4.6,93
The Bunny Game (2011), Horror,2012/07/31,USA,3.5,76
Never Hike Alone (2017), Horror| Thriller,2017/10/13,USA,7.8,22
When Animals Dream (2014), Drama| Horror| Mystery,2015/08/28,USA,5.8,84
Intruder (2016), Horror| Thriller,2016/06/24,USA,3.4,88
Krampus: The Christmas Devil (2013), Action| Horror| Thriller,2013/08/17,USA,1.7,82
Dead 7 (2016), Comedy| Horror| Western,2016/04/01,USA,3.1,89
The Terror of Hallow's Eve (2017), Drama| Fantasy| Horror| Thriller,2017/01/01,USA,5.6,80
The Keeping Hours (2017), Drama| Horror| Romance| Thriller,2017/06/15,USA,7.7,-1
Terrifier (2017), Horror| Thriller,2017/09/01,USA,7.8,82
The Sublet (2015), Drama| Horror| Mystery| Thriller,2016/04/11,USA,4.9,82
Exists (2014), Action| Adventure| Horror,2014/10/03,USA,5.2,81
ABCs of Death 2 (2014), Comedy| Horror,2014/10/02,USA,5.4,125
Come Back to Me (2014), Fantasy| Horror| Mystery| Thriller,2014/07/25,USA,5.9,90
Childish Games (2012), Horror| Thriller,2012/03/09,Spain,5.5,95
Blood Feast (2016), Horror,2017/06/23,USA,8.2,90
Scorned (2013), Comedy| Crime| Horror| Thriller,2014/02/04,USA,4.7,-1
Strip Club Massacre (2017), Horror| Thriller,2017/05/02,USA,3.2,101
The Boy (2015), Drama| Horror| Thriller,2015/03/14,USA,5.5,105
Kiss of the Damned (2012), Drama| Horror| Romance,2013/03/28,USA,5.6,-1
[REC] 3: Genesis (2012), Horror| Romance,2012/03/30,Spain,5,80
The Bride (2017), Horror| Mystery| Thriller,2017/01/19,Russia,4.8,-1
Jeruzalem (2015), Horror,2016/07/07,Israel,4.7,94
Bed of the Dead (2016), Horror,2016/12/03,USA,4.8,88
The Hive (2015), Horror| Sci-Fi| Thriller,2015/09/14,USA,5.2,93
Nosferatu (2017), Horror,2017/10/31,USA,-1,-1
The Blackburn Asylum (2015), Horror,2016/08/02,USA,3.9,84
Peelers (2016), Horror,2017/03/28,USA,4.4,95
Carnage Park (2016), Action| Crime| Horror| Thriller,2016/07/01,USA,4.9,90
The Harvest (2013), Drama| Horror| Mystery| Thriller,2015/04/10,USA,6,104
Journey to the West (2013), Action| Adventure| Comedy| Drama| Fantasy| Horror| Romance,2013/02/07,China,6.8,110
Dead Story (2017), Horror,2017/01/20,USA,5,81
Honeymoon (2015), Horror| Thriller,2016/10/21,Mexico,4.7,96
All Cheerleaders Die (2013), Fantasy| Horror,2014/05/08,USA,5.1,89
Dead Snow 2: Red vs. Dead (2014), Action| Comedy| Horror,2014/10/07,USA,6.9,100
Disaster L.A. (2014), Action| Horror| Sci-Fi,2014/09/23,USA,3.5,82
#Horror (2015), Drama| Horror| Mystery| Thriller,2015/11/20,USA,3.1,101
The Curse of Downers Grove (2015), Drama| Horror| Mystery| Thriller,2015/08/21,USA,4.5,89
Dark House (2014), Horror| Thriller,2014/03/04,USA,4.7,102
Escape from Tomorrow (2013), Drama| Fantasy| Horror,2014/07/19,Japan,5.2,90
The Rizen (2017), Action| Horror| Sci-Fi,2017/06/19,UK,4.2,94
Potato Salad (2015), Comedy| Horror,2015/07/23,Germany,1.3,81
Halloween: The Return of Laurie Strode (2017), Horror,2017/09/18,USA,9.1,-1
Anomalous (2016), Fantasy| Horror| Thriller,2016/04/08,USA,4.5,100
Demon (2015), Comedy| Horror| Thriller,2016/09/09,USA,6.1,94
Vampyres (2015), Horror,2015/05/29,Spain,3.3,76
The Windmill (2016), Drama| Horror,2016/10/25,USA,4.8,85
Nothing Left to Fear (2013), Horror,2013/09/26,Russia,4.4,100
The Charnel House (2016), Horror| Thriller,2016/11/04,USA,4.7,90
The Haunting in Connecticut 2: Ghosts of Georgia (2013), Drama| Horror| Mystery| Thriller,2013/03/14,Singapore,5.3,101
Alleluia! The Devil's Carnival (2016), Horror| Musical,2016/03/29,USA,7,97
Don't Let Me Go (2013), Adventure| Fantasy| Horror,2016/10/01,USA,6.8,96
The Evil in Us (2016), Horror,2017/08/29,USA,5.7,90
7 Witches (2017), Horror| Thriller,2017/04/14,USA,3.6,75
Fanged Up (2017), Comedy| Horror,2017/08/25,UK,5.8,-1
Restoration (2016), Horror,2016/05/03,USA,4,92
The Atticus Institute (2015), Horror,2015/01/05,USA,5.5,83
Open Grave (2013), Horror| Mystery| Thriller,2014/01/03,USA,6.3,102
Puppet Master: Axis Termination (2017), Fantasy| Horror| Sci-Fi| War,2017/09/15,USA,5.6,-1
Child Eater (2016), Horror,2016/10/28,Iceland,5.2,82
Halloween Awakening: The Legacy of Michael Myers (2012), Horror,2012/10/31,USA,5.9,47
Jack & Diane (2012), Drama| Horror| Romance,2012/04/20,USA,4.5,110
Banshee Chapter (2013), Horror| Sci-Fi| Thriller,2013/12/12,USA,5.5,87
