Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
[REC] 4: Apocalypse (2014), Action| Horror,2014/10/31,Spain,5.4,95
Cyborg X (2016), Action| Horror| Sci-Fi,2016/01/01,USA,4.6,90
Wildling (2017), Drama| Fantasy| Horror| Mystery,2017/01/01,USA,-1,92
Patrick (2013), Horror,2014/03/14,USA,4.9,96
Man Vs. (2015), Horror| Sci-Fi| Thriller,2015/11/13,Canada,5.5,87
Road Games (2015), Horror| Mystery| Thriller,2016/03/04,USA,5.7,95
Alien Uprising (2012), Comedy| Horror| Sci-Fi,2013/12/14,UK,3.1,101
Rigor Mortis (2013), Action| Horror,2014/06/06,USA,6.3,103
The Grinn (2017), Drama| Horror| Thriller,2017/10/06,USA,5.2,96
ClownTown (2016), Horror| Thriller,2016/09/30,USA,3.9,86
Backtrack (2015), Drama| Horror| Mystery| Thriller,2016/01/29,UK,5.9,90
The Stakelander (2016), Action| Horror,2017/02/07,USA,5.3,81
A Field in England (2013), Drama| History| Horror| Mystery,2013/07/05,UK,6.3,90
Stung (2015), Comedy| Horror,2015/10/29,Germany,5,87
Something Wicked (2014), Drama| Horror| Mystery| Thriller,2014/04/11,USA,4.8,-1
Residue (2015), Horror| Mystery,2015/03/31,USA,5.4,102
Replace (2017), Horror| Thriller,2017/09/02,Germany,5.6,101
L.A. Slasher (2015), Crime| Drama| Horror,2016/06/24,USA,3.5,86
Jug Face (2013), Drama| Horror| Thriller,2013/07/08,USA,5.2,-1
Kuso (2017), Drama| Horror,2017/07/21,USA,5.1,105
The Girl in the Photographs (2015), Crime| Horror| Thriller,2016/04/01,USA,4.5,95
The Bunnyman Massacre (2014), Horror,2014/04/18,USA,4.1,-1
The Barrens (2012), Horror,2012/11/30,Germany,4.6,94
Reichsführer-SS (2015), Horror| Thriller| War,2015/11/21,USA,5.1,93
Dobaara: See Your Evil (2017), Horror| Mystery,2017/06/02,USA,4.4,106
Johnny Frank Garrett's Last Word (2016), Crime| Drama| Horror| Thriller,2017/04/21,Poland,5,95
Even Lambs Have Teeth (2015), Horror| Thriller,2015/01/01,USA,4.9,78
Into the Grizzly Maze (2015), Action| Horror| Thriller,2015/08/13,Kuwait,5.3,94
Bastard (2015), Horror,2015/10/16,USA,4.6,82
Resident Evil: Damnation (2012), Animation| Action| Horror| Sci-Fi| Thriller,2012/10/27,Japan,6.5,100
Thanatomorphose (2012), Horror,2014/01/21,USA,4.7,100
Hostile (2017), Drama| Horror,2017/09/13,USA,6.5,83
The Abandoned (2015), Horror| Mystery| Thriller,2015/06/13,USA,5,86
Night of the Living Deb (2015), Comedy| Horror| Romance,2015/10/08,USA,5.5,85
Hell Baby (2013), Comedy| Horror,2014/03/01,UK,4.9,98
The Promise (2017), Drama| Horror| Thriller,2017/09/07,Thailand,6.8,114
Alpha Delta Zatan (2017), Horror| Mystery| Thriller,2017/10/24,USA,-1,-1
The Lodgers (2017), Horror,2017/09/08,Canada,6.3,92
Dark Touch (2013), Horror,2014/03/19,France,4.8,90
Totem (2017), Horror,2017/10/31,USA,-1,89
Harbinger Down (2015), Horror| Sci-Fi,2015/08/07,USA,4.5,82
Blood Brothers (2015), Drama| Horror| Thriller,2015/10/03,USA,3.6,98
Happy Birthday (2016), Horror| Thriller,2016/01/01,USA,5.1,90
Angelica (2015), Drama| Horror| Thriller,2015/10/10,USA,6.1,95
Jaws 19 (2015), Action| Horror| Sci-Fi| Thriller,2015/09/16,Russia,4.8,63
Trash Fire (2016), Comedy| Drama| Horror| Romance,2016/11/03,USA,5.8,91
Attack of the Lederhosen Zombies (2016), Comedy| Horror,2017/01/13,USA,4.5,78
The Bay (2012), Horror| Sci-Fi| Thriller,2012/11/21,Belgium,5.6,84
Bad Blood: The Movie (2016), Fantasy| Horror| Sci-Fi,2016/04/01,USA,4.3,80
Dr. Jekyll and Mr. Hyde (2017), Horror,2017/01/01,USA,7.2,83
The Axe Murders of Villisca (2016), Horror,2017/05/05,Mexico,4.2,78
The Barn (2016), Horror,2016/01/01,USA,5.9,90
Don't Fuck in the Woods (2016), Horror,2016/10/25,USA,2.6,73
Black Rock (2012), Horror| Thriller,2013/05/17,USA,4.7,-1
The Jungle (2013), Horror| Thriller,2013/01/01,Australia,4,84
Alien Abduction (2014), Horror| Sci-Fi| Thriller,2014/05/01,Singapore,4.9,85
Afflicted (2013), Horror| Mystery| Thriller,2015/01/27,Japan,6.3,85
Static (2012), Drama| Horror| Mystery| Thriller,2012/11/01,USA,5.4,83
Tigers Are Not Afraid (2017), Fantasy| Horror,2017/09/24,USA,7.4,-1
The Revenant (2009), Comedy| Fantasy| Horror,2012/08/24,USA,6.3,117
Raze (2013), Action| Drama| Horror,2014/01/16,Kuwait,5.2,87
Awaken (2015), Action| Horror| Mystery| Thriller,2015/07/07,USA,3.4,89
Vamp U (2011), Action| Comedy| Horror,2013/02/27,USA,4,100
Tonight She Comes (2016), Horror,2016/10/29,USA,3.9,84
Anabel (2015), Horror| Mystery,2015/10/11,Spain,4.6,75
Belladonna of Sadness (1973), Animation| Drama| Fantasy| Horror,2016/07/12,USA,7.4,86
Contracted: Phase II (2015), Drama| Horror| Thriller,2015/09/04,USA,5.1,78
Truth or Die (2012), Horror| Mystery,2012/08/06,UK,5.6,96
The Wicked Within (2015), Horror,2015/10/16,USA,4.6,84
The Lost Tree (2016), Drama| Horror| Thriller,2016/03/18,USA,7.8,88
Cockneys vs Zombies (2012), Action| Comedy| Crime| Fantasy| Horror,2013/08/02,USA,5.9,88
Knights of the Damned (2017), Action| Fantasy| Horror,2017/09/25,UK,4.4,84
Anna (2017), Horror,2017/03/01,USA,4.9,-1
Witching and Bitching (2013), Comedy| Horror,2013/09/27,Spain,6.4,110
Extraterrestrial (2014), Horror| Sci-Fi,2014/10/17,USA,5,101
Moebius (2013), Drama| Horror,2014/08/29,USA,6.5,89
The Forgotten (2014), Horror,2015/11/15,Mexico,5.2,89
Sadako vs. Kayako (2016), Horror,2016/06/18,Japan,5.2,98
The Tortured (2010), Horror| Thriller,2012/09/28,Norway,5.5,79
Resurrection (2015), Horror,2016/01/07,Argentina,5.3,-1
The Devil's Hand (2014), Horror| Thriller,2014/11/06,Mexico,4.9,86
The Last Exorcism Part II (2013), Drama| Horror| Thriller,2013/03/01,USA,4,88
Hell (2011), Horror| Sci-Fi| Thriller,2012/07/10,USA,5.9,-1
Shelley (2016), Drama| Horror,2016/07/29,USA,5.2,92
Zoombies (2016), Action| Horror| Sci-Fi,2016/03/01,USA,3.4,87
Avenged (2013), Action| Fantasy| Horror| Thriller,2015/03/06,USA,5.6,95
Little Monsters (2012), Crime| Drama| Horror| Thriller,2013/05/01,USA,4.8,107
The House on Pine Street (2015), Drama| Horror,2016/02/17,Kuwait,5.3,111
Estranged (2015), Horror| Thriller,2015/08/29,UK,5.5,101
Revelator (2017), Horror,2017/08/25,USA,8.1,109
The Devil's Carnival (2012), Horror| Musical,2012/03/30,USA,6.5,56
The Houses October Built (2014), Horror| Thriller,2014/10/10,USA,5.1,91
Deathgasm (2015), Comedy| Horror| Music,2015/10/02,USA,6.3,86
Deliver Us from Evil (2014), Horror| Mystery| Thriller,2014/07/02,USA,6.2,118
Southbound (2015), Fantasy| Horror| Thriller,2016/02/09,USA,5.9,89
Zombies (2017), Action| Horror,2017/09/29,USA,2.9,82
Creep (2014), Horror| Thriller,2015/06/23,USA,6.2,77
The Dead Room (2015), Horror| Thriller,2016/04/08,USA,4.8,80
Howl (2015), Comedy| Fantasy| Horror,2015/10/16,UK,5.3,89
Horror Story (2013), Horror,2014/05/02,USA,4.7,91
The Little Vampire 3D (2017), Animation| Adventure| Comedy| Family| Fantasy| Horror,2017/10/04,Netherlands,6.2,83
Ouija: Origin of Evil (2016), Horror| Thriller,2016/10/21,USA,6.1,99
The Atoning (2017), Drama| Horror| Thriller,2017/09/05,USA,4.1,89
Berberian Sound Studio (2012), Drama| Horror| Thriller,2012/08/31,UK,6.2,92
Lake Alice (2017), Horror,2017/07/18,USA,4.3,80
Dead Awake (2016), Horror| Thriller,2017/05/12,USA,4.7,99
Ghost House (2017), Horror| Thriller,2017/08/25,USA,4.6,89
Double Date (2017), Comedy| Horror,2017/10/13,UK,7,89
Tag (2015), Action| Fantasy| Horror| Mystery,2015/07/11,Japan,6.2,85
Girl House (2014), Horror| Thriller,2015/02/14,USA,5.5,99
The Amityville Terror (2016), Horror,2016/04/01,USA,3.1,84
Hellions (2015), Horror| Thriller,2016/09/22,Kuwait,4.3,80
Alena (2015), Drama| Horror| Thriller,2016/08/19,Sweden,5.7,83
The Remaining (2014), Horror| Thriller,2014/09/24,Philippines,4.3,88
Scouts Guide to the Zombie Apocalypse (2015), Action| Comedy| Horror,2015/10/30,USA,6.3,93
Robert (2015), Horror,2015/08/24,UK,3.2,90
Girls Gone Dead (2012), Comedy| Horror,2012/03/28,USA,3.5,104
Housebound (2014), Comedy| Horror| Mystery,2014/09/04,New Zealand,6.8,107
Yoga Hosers (2016), Comedy| Fantasy| Horror| Thriller,2016/09/02,USA,4.3,88
The Unspoken (2015), Horror| Thriller,2016/10/28,USA,4.9,91
The Evil Within (2017), Horror,2017/08/30,Indonesia,5.6,98
The Untamed (2016), Drama| Horror| Sci-Fi| Thriller,2017/07/21,USA,6.6,98
Mercy (2014), Horror| Thriller,2014/10/07,USA,5,79
Visions (2015), Horror| Mystery,2016/01/19,USA,5.3,82
Death Note (2017), Adventure| Crime| Drama| Fantasy| Horror| Mystery| Thriller,2017/08/25,USA,4.6,101
Escape Room (2017), Horror,2017/09/01,Russia,4.4,86
World War Z (2013), Action| Adventure| Horror| Sci-Fi| Thriller,2013/06/21,USA,7,116
Leprechaun: Origins (2014), Fantasy| Horror,2014/08/22,USA,3.3,90
The Forest (2016), Horror| Mystery| Thriller,2016/01/08,USA,4.8,93
Bleed (2016), Horror| Thriller,2016/03/01,USA,3.6,82
Lycan (2017), Horror,2017/08/04,USA,4.2,87
Jeepers Creepers III (2017), Horror| Mystery| Thriller,2017/09/26,USA,5.7,100
We Are Still Here (2015), Horror,2015/12/08,Netherlands,5.7,84
The Night Watchmen (2017), Comedy| Horror,2017/03/04,USA,5.4,80
Phoenix Forgotten (2017), Horror| Mystery| Sci-Fi| Thriller,2017/04/21,USA,5.2,87
Chernobyl Diaries (2012), Horror| Mystery| Thriller,2012/05/25,USA,5,86
Hounds of Love (2016), Crime| Drama| Horror| Mystery| Thriller,2017/05/12,USA,6.6,108
Ten (2017), Horror| Mystery| Thriller,2017/09/16,USA,4.5,-1
It Follows (2014), Horror| Mystery,2015/03/27,USA,6.9,100
The Blackcoat's Daughter (2015), Horror| Thriller,2017/02/16,USA,5.8,93
Cold Skin (2017), Adventure| Horror| Sci-Fi| Thriller,2017/01/01,USA,5.9,108
Hell House LLC (2015), Horror| Mystery| Thriller,2015/10/16,USA,6.4,93
Life (2017), Horror| Sci-Fi| Thriller,2017/03/24,USA,6.6,104
The Witch (2015), Horror| Mystery,2016/02/19,USA,6.8,92
Twin Peaks: The Missing Pieces (2014), Drama| Horror| Mystery| Romance| Thriller,2014/08/01,Brazil,7.9,91
Cabin 28 (2017), Horror,2017/08/01,USA,3.7,83
Vampire Academy (2014), Action| Comedy| Fantasy| Horror| Mystery,2014/02/07,USA,5.6,104
"I, Frankenstein (2014)", Action| Fantasy| Horror| Sci-Fi| Thriller,2014/01/24,USA,5.1,92
Circle (2015), Drama| Horror| Mystery| Sci-Fi| Thriller,2015/10/16,USA,6.1,87
Leatherface (2017), Horror| Thriller,2017/09/14,Italy,5.1,90
Demonic (2015), Horror| Thriller,2017/10/10,USA,5.3,83
The Belko Experiment (2016), Action| Horror| Thriller,2017/03/17,USA,6.1,89
The Babysitter (2017), Comedy| Horror,2017/10/13,USA,6.4,85
Jackals (2017), Horror| Thriller,2017/08/11,USA,4.7,85
The Darkness (2016), Horror| Thriller,2016/05/13,USA,4.4,92
The Cabin in the Woods (2012), Horror,2012/04/13,USA,7,95
Texas Chainsaw 3D (2013), Horror| Thriller,2013/01/04,USA,4.8,92
The Conjuring (2013), Horror| Mystery| Thriller,2013/07/19,USA,7.5,112
Charlie Charlie (2016), Horror,2016/10/21,USA,5.1,85
See No Evil 2 (2014), Horror,2014/10/21,USA,4.8,90
Paranormal Activity: The Ghost Dimension (2015), Horror,2015/10/23,USA,4.6,88
Dementia 13 (2017), Horror,2017/10/06,USA,6.1,83
Shut In (2016), Drama| Horror| Thriller,2016/11/11,USA,4.7,91
Dark Skies (2013), Horror| Sci-Fi| Thriller,2013/02/22,USA,6.3,97
The Sand (2015), Horror| Sci-Fi,2015/10/13,USA,3.8,84
Krampus (2015), Comedy| Fantasy| Horror,2015/12/04,USA,6.2,98
Wolves (2014), Action| Horror,2014/08/28,Belarus,5.3,91
The Wailing (2016), Drama| Fantasy| Horror| Mystery| Thriller,2016/06/03,USA,7.5,156
The Visit (2015), Horror| Thriller,2015/09/11,USA,6.2,94
A Serbian Film (2010), Horror| Mystery| Thriller,2012/01/21,Japan,5.2,104
Ludo (2015), Fantasy| Horror| Thriller,2015/10/22,USA,3.2,90
The Possession (2012), Horror| Thriller,2012/08/31,USA,5.9,92
Flatliners (2017), Drama| Horror| Sci-Fi| Thriller,2017/09/29,USA,5,110
Blair Witch (2016), Horror| Thriller,2016/09/16,USA,5,89
Gerald's Game (2017), Horror| Thriller,2017/09/29,USA,6.8,103
The Void (2016), Horror| Mystery| Sci-Fi,2017/04/07,USA,5.8,90
Patchwork (2015), Comedy| Horror,2017/06/06,USA,5.9,86
Mother! (2017), Drama| Horror| Mystery,2017/09/15,USA,7.1,121
Residue (2017), Action| Horror| Thriller,2017/07/18,USA,5.4,82
Smiley (2012), Comedy| Horror,2012/10/12,USA,3.5,95
Within (2016), Horror| Thriller,2016/10/18,USA,5.3,88
The Osiris Child (2016), Action| Adventure| Drama| Horror| Sci-Fi| Thriller,2017/05/18,Australia,5.7,-1
Ghost Team One (2013), Comedy| Horror,2013/01/20,USA,4.5,84
Knock Knock (2015), Drama| Horror| Thriller,2015/10/09,USA,4.9,99
Bite (2015), Horror,2015/10/02,USA,4.9,88
Eat Locals (2017), Action| Comedy| Horror,2017/09/01,UK,5.1,94
The Taking of Deborah Logan (2014), Horror| Mystery| Thriller,2014/10/21,USA,6,90
The Ritual (2017), Horror,2017/10/13,UK,6.3,94
Amnesiac (2014), Drama| Horror| Mystery| Thriller,2015/11/12,Kuwait,4.3,90
The Devil's Toy Box (2017), Horror,2017/01/16,UK,4.2,96
XX (2017), Horror,2017/02/17,USA,4.6,80
The Divide (2011), Drama| Horror| Sci-Fi| Thriller,2012/04/20,UK,5.8,112
Only Lovers Left Alive (2013), Comedy| Drama| Horror| Romance,2013/12/25,Germany,7.3,123
Lake Bodom (2016), Horror,2017/05/18,USA,5.2,85
Phantasm: Ravager (2016), Action| Fantasy| Horror,2016/10/07,USA,5.1,85
Tyler Perry's Boo 2! A Madea Halloween (2017), Comedy| Horror,2017/10/20,USA,3,101
Pandemic (2016), Action| Horror| Sci-Fi| Thriller,2016/04/01,USA,4.5,91
Devil's Whisper (2017), Drama| Horror| Thriller,2017/10/19,Indonesia,6.8,85
V/H/S (2012), Horror| Thriller,2012/09/06,Russia,5.8,116
Oculus (2013), Horror| Mystery,2014/04/11,USA,6.5,104
6 Souls (2010), Horror| Mystery| Thriller,2013/03/01,USA,6.1,112
The Gallows (2015), Horror| Thriller,2015/07/10,USA,4.2,81
Knights of Badassdom (2013), Adventure| Comedy| Fantasy| Horror,2014/08/18,Germany,5.7,-1
Ragini MMS 2 (2014), Horror,2014/03/21,India,3.9,119
The Invitation (2015), Drama| Horror| Mystery| Thriller,2016/04/08,USA,6.7,100
Awaken the Shadowman (2017), Drama| Horror| Mystery| Thriller,2017/07/21,USA,5,90
Underworld: Blood Wars (2016), Action| Adventure| Fantasy| Horror,2017/01/06,USA,5.8,91
Baskin (2015), Fantasy| Horror,2016/01/01,Turkey,5.8,97
The Dark Tower (2017), Action| Adventure| Fantasy| Horror| Sci-Fi| Western,2017/08/04,USA,5.8,95
Satanic (2016), Horror,2016/07/01,USA,3.7,85
Beneath (2013), Horror| Thriller,2013/05/03,USA,3.7,90
Rupture (2016), Horror| Sci-Fi| Thriller,2017/04/28,USA,4.8,102
Cell (2016), Action| Drama| Horror| Sci-Fi| Thriller,2016/06/10,USA,4.3,98
Cheap Thrills (2013), Comedy| Crime| Drama| Horror| Thriller,2014/03/21,USA,6.8,88
The Woman in Black 2: Angel of Death (2014), Drama| Horror| Thriller,2015/01/02,USA,4.9,98
Meet the Blacks (2016), Comedy| Horror,2016/04/01,USA,5.9,94
The Conjuring 2 (2016), Horror| Mystery| Thriller,2016/06/10,USA,7.4,134
Tales of Halloween (2015), Comedy| Horror,2015/10/16,USA,5.5,92
The Cured (2017), Horror,2017/09/24,USA,5.4,95
Warm Bodies (2013), Comedy| Horror| Romance,2013/02/01,USA,6.9,98
Freaks of Nature (2015), Comedy| Horror| Sci-Fi,2015/10/30,USA,5.9,92
Hotel Transylvania (2012), Animation| Comedy| Family| Fantasy| Horror,2012/09/28,USA,7.1,91
Emelie (2015), Horror| Thriller,2016/03/04,USA,5.4,80
Get Out (2017), Horror| Mystery| Thriller,2017/02/24,USA,7.7,104
Gravy (2015), Comedy| Horror,2015/10/02,USA,5.5,95
Monster Family (2017), Animation| Comedy| Family| Horror,2017/01/01,USA,5.2,96
The Gracefield Incident (2017), Action| Horror| Mystery| Sci-Fi| Thriller,2017/07/27,Russia,4.1,89
31 (2016), Horror| Thriller,2016/09/16,USA,5,102
Backcountry (2014), Drama| Horror| Thriller,2015/03/20,USA,6,92
The Disappointments Room (2016), Drama| Horror| Thriller,2016/09/09,USA,3.9,85
Navy Seals vs. Zombies (2015), Action| Horror,2015/10/08,USA,3.3,97
Paranormal Activity 4 (2012), Horror,2012/10/19,USA,4.6,88
Carrie (2013), Drama| Horror,2013/10/18,USA,5.9,100
Freehold (2017), Comedy| Horror| Thriller,2017/01/01,UK,5.6,80
The Last Days on Mars (2013), Horror| Sci-Fi| Thriller,2013/09/19,UK,5.5,98
Underworld Awakening (2012), Action| Fantasy| Horror,2012/01/20,USA,6.4,88
Final Prayer (2013), Horror,2015/02/24,USA,5.7,89
Alienate (2016), Drama| Horror| Sci-Fi| Thriller,2016/02/23,Japan,2.7,90
Poltergeist (2015), Horror| Thriller,2015/05/22,USA,4.9,93
The Mortal Instruments: City of Bones (2013), Action| Fantasy| Horror| Mystery| Romance,2013/08/21,USA,5.9,130
The Lords of Salem (2012), Horror| Thriller,2013/04/18,Russia,5.1,101
Patient Seven (2016), Horror,2016/10/11,USA,4.9,116
The Houses October Built 2 (2017), Horror,2017/09/22,USA,4.3,101
Pay the Ghost (2015), Drama| Horror| Mystery| Thriller,2015/09/25,USA,5.2,94
Dig Two Graves (2014), Drama| Horror| Mystery| Thriller,2017/03/24,USA,5.7,85
V/H/S/2 (2013), Horror| Thriller,2013/06/06,USA,6.1,96
The Innkeepers (2011), Horror,2012/03/08,Denmark,5.5,101
The Curse of Sleeping Beauty (2016), Fantasy| Horror| Mystery| Thriller,2016/06/02,Russia,4.3,89
Kristy (2014), Horror| Thriller,2015/11/05,USA,5.9,86
The Silenced (2015), Horror| Mystery| Thriller,2015/06/18,South Korea,5.8,99
We Are the Flesh (2016), Drama| Fantasy| Horror,2017/01/20,USA,4.7,79
Starry Eyes (2014), Drama| Fantasy| Horror,2014/11/14,USA,6,98
Nightworld (2017), Horror| Thriller,2017/10/20,USA,4.3,92
Demons (2017), Horror,2017/10/06,USA,3.6,105
Happy Death Day (2017), Horror| Mystery| Thriller,2017/10/13,USA,6.7,96
Ouija (2014), Horror| Thriller,2014/10/24,USA,4.5,89
Red Christmas (2016), Horror| Thriller,2017/08/25,USA,4.7,82
The Purge: Anarchy (2014), Action| Horror| Sci-Fi| Thriller,2014/07/18,USA,6.5,103
Patient Zero (2017), Action| Drama| Horror,2017/01/01,USA,-1,-1
The Rezort (2015), Horror| Sci-Fi| Thriller,2016/06/15,Philippines,5.3,93
Anna and the Apocalypse (2017), Comedy| Horror| Musical,2017/09/22,USA,7,107
Rings (2017), Drama| Horror,2017/02/03,USA,4.5,102
Curve (2015), Horror| Thriller,2016/01/19,USA,5.4,81
The Boy (2016), Horror| Mystery| Thriller,2016/01/22,USA,6,97
The Funhouse Massacre (2015), Comedy| Horror,2015/11/13,USA,5.3,90
The Den (2013), Horror| Mystery| Thriller,2014/03/14,USA,6.1,81
Universal Soldier: Day of Reckoning (2012), Action| Horror| Mystery| Sci-Fi| Thriller,2012/10/25,USA,5,114
Wrong Turn 6: Last Resort (2014), Horror,2014/10/13,USA,4.3,91
Personal Shopper (2016), Drama| Horror| Mystery| Thriller,2017/03/10,USA,6.2,105
Bedeviled (2016), Horror| Thriller,2016/10/22,USA,4.4,91
Cult of Chucky (2017), Horror| Thriller,2017/10/24,France,5.2,91
American Gothic (2017), Horror| Thriller,2017/01/01,USA,3.6,77
Bunnyman Vengeance (2017), Horror,2017/10/30,UK,3.6,108
Martyrs (2015), Drama| Horror| Thriller,2016/01/22,USA,4,86
Don't Hang Up (2016), Horror| Thriller,2017/02/10,USA,5.7,83
Crimson Peak (2015), Drama| Fantasy| Horror| Mystery| Romance| Thriller,2015/10/16,USA,6.5,119
Resident Evil: Vendetta (2017), Animation| Action| Adventure| Horror| Mystery| Sci-Fi,2017/05/27,Japan,6.3,97
The Green Inferno (2013), Adventure| Crime| Horror| Thriller,2015/09/25,USA,5.3,100
You're Next (2011), Horror| Thriller,2013/08/23,USA,6.5,95
Frankenweenie (2012), Animation| Comedy| Family| Horror| Sci-Fi,2012/10/05,USA,7,87
The Similars (2015), Horror| Sci-Fi,2016/11/15,USA,6,89
The Sandman (2017), Horror,2017/10/14,USA,6.1,90
The Black Room (2017), Comedy| Horror,2017/08/11,Spain,3.3,91
Hatchet III (2013), Action| Comedy| Horror| Thriller,2013/11/07,Qatar,5.7,81
Victor Crowley (2017), Comedy| Horror,2017/08/22,USA,6.8,93
The Neighbor (2016), Crime| Horror| Thriller,2016/09/16,UK,5.7,87
The Lure (2015), Comedy| Drama| Horror| Musical,2015/12/25,Poland,6.3,92
Insidious: Chapter 2 (2013), Horror| Mystery| Thriller,2013/09/13,USA,6.6,106
Viral (2016), Drama| Horror| Sci-Fi| Thriller,2016/07/29,USA,5.5,85
No estamos solos (2016), Horror,2016/01/14,Peru,4.5,76
One of Us (2017), Drama| Horror| Mystery| Thriller,2017/01/01,USA,4.3,86
Wolves at the Door (2016), Horror| Thriller,2017/04/18,USA,4.7,73
Here Alone (2016), Drama| Horror| Sci-Fi| Thriller,2017/05/18,Kuwait,5.6,98
Pet (2016), Horror| Thriller,2016/12/02,USA,5.7,94
House by the Lake (2017), Horror| Thriller,2017/10/10,USA,3.8,77
Tusk (2014), Comedy| Drama| Horror,2014/09/19,USA,5.4,102
Cabin Fever (2016), Horror,2016/05/13,Ireland,3.7,99
Annabelle (2014), Horror| Mystery| Thriller,2014/10/03,USA,5.4,99
Maniac (2012), Horror,2013/01/02,France,6.1,89
Darling (2015), Horror| Thriller,2015/09/26,USA,5.6,78
Creep 2 (2017), Horror| Thriller,2017/10/24,USA,6.4,80
Les affamés (2017), Drama| Horror,2017/09/21,USA,7.6,100
The Monster (2016), Drama| Fantasy| Horror,2016/10/06,USA,5.4,91
I Am the Pretty Thing That Lives in the House (2016), Horror| Thriller,2016/10/28,USA,4.7,89
Mom and Dad (2017), Horror| Thriller,2017/09/24,USA,6.5,123
Horns (2013), Drama| Fantasy| Horror| Thriller,2014/10/03,USA,6.5,120
The Woman in Black (2012), Drama| Fantasy| Horror| Thriller,2012/02/03,USA,6.4,95
I Spit on Your Grave 2 (2013), Crime| Horror| Thriller,2014/01/19,Japan,5.7,106
The 13th Friday (2017), Horror| Thriller,2017/01/10,USA,8.4,95
Dismissed (2017), Horror| Thriller,2017/01/01,USA,8.9,-1
Gantz: O (2016), Animation| Drama| Fantasy| Horror| Sci-Fi| Thriller,2016/10/14,Japan,7.3,95
