Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Havenhurst (2016), Horror| Mystery| Thriller,10-Feb-17,USA,4.9,80 min
Slasher.com (2017), Horror| Thriller,16-Jan-17,UK,3.4,89 min
Pod (2015), Horror| Mystery| Thriller,28-Aug-15,USA,4.3,76 min
The Innocents (2015), Horror,9-Apr-15,Belgium,5.2,
Robert and the Toymaker (2017), Horror,21-Aug-17,UK,4.8,84 min
Unnatural (2016), Action| Horror| Thriller,16-Oct-16,USA,4,89 min
Attack on Titan: Part 2 (2015), Action| Drama| Fantasy| Horror| Sci-Fi,20-Oct-15,USA,4.8,87 min
Apartment 1303 3D (2012), Horror,25-Jul-13,USA,2.6,85 min
Inside (2016), Horror| Thriller,28-Jul-17,Spain,4.3,100 min
The Snare (2017), Horror| Thriller,6-Jan-17,USA,4.8,90 min
What We Become (2015), Horror| Thriller,13-May-16,USA,5.6,85 min
Infini (2015), Horror| Sci-Fi| Thriller,20-May-15,Philippines,5.4,110 min
The Walking Deceased (2015), Comedy| Horror,20-Mar-15,USA,3.4,88 min
Ayla (2017), Drama| Fantasy| Horror| Thriller,6-Oct-17,USA,9,
Out of the Dark (2014), Horror| Thriller,10-Apr-15,Mexico,4.7,92 min
Another WolfCop (2017), Comedy| Horror,25-Sep-16,USA,5.2,82 min
Welcome to Willits (2016), Horror| Sci-Fi,22-Sep-17,USA,3.9,82 min
The Pack (2015), Horror| Thriller,5-Feb-16,USA,5,90 min
Paranormal Whacktivity (2013), Comedy| Horror,15-Oct-13,USA,2.4,89 min
Let's Be Evil (2016), Horror| Sci-Fi| Thriller,5-Aug-16,USA,5,82 min
The Editor (2014), Comedy| Horror| Mystery,18-Oct-14,USA,6.1,95 min
Goddess of Love (2015), Drama| Horror| Mystery| Thriller,31-Aug-15,UK,5.4,93 min
Like.Share.Follow. (2017), Horror| Romance| Thriller,31-Oct-17,USA,,97 min
Lucifer (2016), Horror| Thriller,2016,USA,7.7,
Always Watching: A Marble Hornets Story (2015), Horror,7-Apr-15,USA,4.8,92 min
A Closer Walk with Thee (2017), Drama| Horror,28-Feb-17,USA,5.1,90 min
Grabbers (2012), Comedy| Horror| Sci-Fi| Thriller,10-Aug-12,Ireland,6.3,94 min
Dreamworks Spooky Stories (2012), Animation| Adventure| Comedy| Family| Fantasy| Horror| Mystery| Romance| Sci-Fi,26-Oct-12,USA,6.7,84 min
Night of the Templar (2013), Horror| Mystery,4-Feb-13,UK,6.6,101 min
The Last Days (2013), Adventure| Horror| Sci-Fi| Thriller,27-Mar-13,Spain,6.2,100 min
Shark Exorcist (2015), Horror,14-Aug-15,USA,1.5,71 min
Let Us Prey (2014), Horror| Thriller,12-Jun-15,Ireland,5.7,92 min
The Remains (2016), Horror| Thriller,5-Aug-16,USA,3.7,85 min
The Night Before (2017), Horror,19-Sep-17,USA,6.5,81 min
Uncaged (2016), Comedy| Horror| Thriller,6-Feb-16,USA,4.4,95 min
Crazy Lake (2016), Comedy| Horror,1-Oct-17,USA,3.8,80 min
Recovery (2016), Horror| Thriller,28-Oct-16,USA,4.6,82 min
III: The Ritual (2015), Drama| Horror| Thriller,23-Oct-15,Germany,5,80 min
Sicilian Vampire (2015), Crime| Drama| Horror| Thriller,10-Sep-15,USA,8.1,124 min
Devil's Due (2014), Horror| Mystery| Thriller,17-Jan-14,USA,4.1,89 min
1920 London (2016), Horror| Mystery,6-May-16,USA,4.1,120 min
At the Devil's Door (2014), Horror,8-Aug-14,USA,4.8,91 min
Hangman (2015), Horror| Thriller,9-Feb-16,USA,4.7,85 min
Pitchfork (2016), Horror,13-Jan-17,USA,3,94 min
Central Park (2017), Horror| Thriller,6-Jun-17,USA,7.6,90 min
The Apparition (2012), Horror| Thriller,24-Aug-12,USA,4.1,83 min
Haunt (2014), Horror| Mystery| Romance,20-Mar-14,Kuwait,5.2,86 min
The Circle (2015), Drama| Fantasy| Horror| Mystery| Thriller,18-Feb-15,Sweden,5.9,144 min
Rosewood Lane (2011), Horror| Thriller,5-Jul-12,Russia,4.6,97 min
The Shadow Within (2017), Crime| Horror,2017,USA,,
ATM (2012), Horror| Thriller,2-Mar-12,USA,4.7,90 min
The Devil's Dolls (2016), Horror| Thriller,16-Sep-16,USA,4.2,85 min
Bloodsucking Bastards (2015), Comedy| Horror,22-Jan-15,USA,5.7,86 min
The Covenant (2017), Horror,7-Feb-17,USA,3.3,
Chained (2012), Horror| Thriller,18-Jul-13,South Korea,6.4,94 min
Nymph (2014), Drama| Fantasy| Horror| Thriller,1-May-14,Serbia,4.1,94 min
Death Note: Light Up the New World (2016), Crime| Drama| Horror| Sci-Fi| Thriller,29-Oct-16,Japan,5.9,135 min
Father's Day (2011), Action| Comedy| Horror,11-Jan-14,Japan,6,99 min
Frankenstein's Army (2013), Horror,2-Nov-13,Japan,5.3,84 min
The Ice Cream Truck (2017), Comedy| Horror| Mystery| Thriller,18-Aug-17,USA,4.3,96 min
The Chosen (2015), Horror| Thriller,24-Jul-15,USA,3.6,88 min
Extinction (2015), Drama| Horror| Sci-Fi,31-Jul-15,USA,5.8,112 min
Abattoir (2016), Horror| Mystery| Thriller,9-Dec-16,USA,4.4,98 min
Detention (2011), Comedy| Horror| Sci-Fi,13-Apr-12,USA,5.8,
A Haunting at Silver Falls (2013), Horror| Thriller,28-May-13,USA,4.8,96 min
Ratter (2015), Drama| Horror| Thriller,12-Feb-16,USA,4.6,80 min
Berserk: The Golden Age Arc I - The Egg of the King (2012), Animation| Action| Adventure| Drama| Fantasy| Horror| War,26-Apr-12,Russia,7.7,76 min
Stitches (2012), Comedy| Horror,26-Oct-12,Ireland,5.7,86 min
Sleeping Beauty (2014), Adventure| Fantasy| Horror,16-Jul-14,South Korea,2.7,89 min
Day of Reckoning (2016), Action| Horror| Sci-Fi,8-Oct-16,USA,3.3,85 min
Unsullied (2014), Action| Horror| Thriller,28-Aug-15,USA,4.3,93 min
House on Elm Lake (2017), Horror,11-Sep-17,UK,3.1,96 min
Resolution (2012), Horror| Mystery| Thriller,23-Jan-13,USA,6.2,
The Lesson (2015), Drama| Horror| Thriller,29-Feb-16,UK,4.3,97 min
Faces (2014), Horror| Thriller,10-Oct-14,USA,7.1,
Cub (2014), Adventure| Horror,29-Oct-14,Belgium,5.9,84 min
Game of Death (2017), Horror| Thriller,20-Mar-17,France,4.5,73 min
Ava's Possessions (2015), Comedy| Horror| Mystery| Thriller,4-Mar-16,USA,5.6,89 min
Bad Milo (2013), Comedy| Horror,29-Aug-13,USA,5.7,85 min
The Nightmare (2015), Drama| Horror| Mystery,26-May-16,Germany,6.7,92 min
Chastity Bites (2013), Comedy| Horror,2013,USA,4.7,93 min
Arbor Demon (2016), Drama| Horror| Thriller,3-Feb-17,USA,4.1,100 min
Cut Shoot Kill (2017), Action| Horror| Thriller,2017,USA,6.5,98 min
Legion (2016), Horror,25-Oct-16,USA,8.3,105 min
Little Dead Rotting Hood (2016), Horror,5-Jan-16,USA,3.6,88 min
The Ouija Experiment (2013), Horror,2-May-14,USA,3.3,92 min
Dark Was the Night (2014), Drama| Horror| Thriller,24-Jul-15,USA,5.6,90 min
Scrawl (2015), Fantasy| Horror,17-Oct-15,USA,6.8,82 min
The Seasoning House (2012), Drama| Horror| Thriller,21-Jun-13,UK,6.1,90 min
The Battery (2012), Adventure| Drama| Horror,4-Jun-13,USA,6.4,101 min
Kyaa Kool Hain Hum 3 (2016), Comedy| Horror,22-Jan-16,USA,1.8,124 min
Scare Campaign (2016), Horror,25-Oct-16,USA,5.9,80 min
Sacrifice (2016), Crime| Horror| Mystery| Thriller,29-Apr-16,USA,5.3,91 min
Attack of the Killer Donuts (2016), Comedy| Horror,8-Jul-16,USA,3.9,98 min
Child of Satan (2017), Horror,23-May-17,USA,2.1,100 min
Twixt (2011), Comedy| Fantasy| Horror| Mystery,11-Apr-12,Belgium,4.8,88 min
FirstBorn (2016), Horror,13-Apr-17,Netherlands,4.9,86 min
Anarchy Parlor (2015), Horror,12-May-15,USA,4.7,98 min
Dead Trigger (2017), Action| Horror,28-Jun-17,Russia,8,
Gallowwalkers (2012), Action| Fantasy| Horror| Thriller| Western,15-Mar-14,Japan,3.6,90 min
Terra Formars (2016), Action| Horror| Sci-Fi,29-Apr-16,Japan,4.8,108 min
Djinn (2013), Horror| Thriller,31-Oct-13,United Arab Emirates,4.5,82 min
Debug (2014), Horror| Sci-Fi,12-Jun-15,USA,4.3,86 min
School Spirits (2017), Adventure| Comedy| Fantasy| Horror,6-Oct-17,USA,8.1,
Rufus (2012), Drama| Horror,13-Oct-13,USA,6.2,109 min
Wrecker (2015), Action| Horror| Thriller,7-Jul-17,USA,3.5,83 min
The Moth Diaries (2011), Drama| Fantasy| Horror| Mystery,17-May-12,United Arab Emirates,4.9,82 min
We Go On (2016), Drama| Horror| Thriller,7-Feb-17,Japan,5.8,89 min
The Possession of Michael King (2014), Horror,22-Aug-14,USA,5.7,83 min
Good Manners (2017), Fantasy| Horror,24-Sep-17,USA,6.9,135 min
The House at the End of Time (2013), Drama| Horror| Mystery| Thriller,21-Jun-13,Venezuela,6.8,101 min
Whispers (2015), Drama| Horror| Thriller,21-Mar-17,USA,6.7,90 min
Hansel & Gretel Get Baked (2013), Comedy| Horror,19-Feb-13,USA,4.3,86 min
Absentia (2011), Drama| Horror| Mystery,11-Apr-13,Argentina,5.8,87 min
Cruel Summer (2016), Drama| Horror| Thriller,27-Aug-16,UK,5.7,80 min
Psychopaths (2017), Horror,20-Apr-17,USA,4.4,85 min
Seoul Station (2016), Animation| Horror,17-Aug-16,South Korea,6.1,92 min
"Fear, Inc. (2016)", Comedy| Horror| Thriller,21-Oct-16,USA,5.5,90 min
Lumberjack Man (2015), Comedy| Horror,16-Oct-15,USA,4.3,105 min
Cottage Country (2013), Comedy| Crime| Horror| Romance,14-Mar-13,Kuwait,5.6,91 min
Wer (2013), Action| Horror| Mystery| Thriller,19-Aug-14,USA,5.9,89 min
Bound to Vengeance (2015), Horror| Thriller,8-Oct-15,Italy,5.6,93 min
Nekromantik 2 (1991), Horror,10-Feb-15,USA,5.4,104 min
Wolf Creek 2 (2013), Horror,17-Apr-14,USA,6.1,106 min
Range 15 (2016), Comedy| Horror,15-Jun-16,USA,5.4,89 min
The Hollow One (2015), Horror| Sci-Fi| Thriller,1-Jul-17,USA,4.7,95 min
Preservation (2014), Horror| Thriller,9-Jan-15,USA,4.7,90 min
Fresh Meat (2012), Comedy| Horror,25-Oct-12,New Zealand,5.4,91 min
Burning Bright (2010), Drama| Horror| Thriller,2-May-12,Bahrain,5.9,86 min
Nocturne (2016), Horror,17-Jul-16,USA,4.7,90 min
The Canal (2014), Horror| Mystery| Thriller,10-Oct-14,USA,5.9,92 min
Camera Obscura (2017), Horror| Thriller,9-Jun-17,USA,4.7,95 min
Frankenstein (2015), Horror| Thriller,29-Oct-15,Turkey,5.1,89 min
The Diabolical (2015), Horror| Sci-Fi,13-Aug-15,Kuwait,4.7,86 min
Exeter (2015), Horror| Mystery| Thriller,1-Jan-15,USA,4.6,91 min
Berserk: The Golden Age Arc III - The Advent (2013), Animation| Action| Adventure| Fantasy| Horror,1-Feb-13,Japan,8,110 min
Starve (2014), Horror| Thriller,3-Oct-14,Spain,4.8,98 min
Dead Before Dawn 3D (2012), Adventure| Comedy| Horror,11-Oct-12,Russia,5.1,88 min
Circus Kane (2017), Horror,8-Sep-17,USA,4.5,88 min
Mockingbird (2014), Horror| Thriller,7-Oct-14,USA,4.1,81 min
Ajin: Demi-Human (2017), Action| Horror| Mystery,30-Sep-17,Japan,8,
Ghosts of Darkness (2017), Horror,1-Mar-17,USA,4.7,
They're Watching (2016), Comedy| Horror| Thriller,25-Mar-16,USA,5.7,95 min
Avalanche Sharks (2014), Action| Horror| Sci-Fi,12-Jan-14,USA,2.3,82 min
Evolution (2015), Horror| Mystery| Sci-Fi,25-Nov-16,USA,6,81 min
Machhli Jal Ki Rani Hai (2014), Horror,13-Jun-14,India,4.4,120 min
The Evil Within (2014), Animation| Horror,20-Nov-14,USA,7.4,122 min
Dracula 3D (2012), Horror| Romance| Thriller,4-Oct-13,USA,3.6,110 min
The Final (2010), Drama| Horror| Thriller,7-Feb-13,Bahrain,5.4,93 min
The Last Heist (2016), Action| Horror| Thriller,17-Jun-16,USA,3.5,84 min
The Blood Lands (2014), Horror| Mystery| Thriller,1-Sep-15,USA,4.7,79 min
It Came from the Desert (2017), Action| Comedy| Horror,2017,Finland,6.3,89 min
Night of Something Strange (2016), Comedy| Horror,22-Nov-16,USA,4.7,94 min
Aliens: Zone of Silence (2017), Horror| Mystery| Sci-Fi,24-Oct-17,USA,6.5,79 min
Some Kind of Hate (2015), Horror,18-Sep-15,USA,4.5,82 min
Strippers vs Werewolves (2012), Comedy| Horror,24-Nov-12,USA,3.1,93 min
Summer Camp (2015), Horror,10-Jun-16,Spain,5.1,81 min
Dead Shack (2017), Horror,2-Jul-17,Switzerland,6.5,85 min
Blood Punch (2014), Horror| Thriller,21-Feb-14,USA,6.5,104 min
Death Do Us Part (2014), Horror| Thriller,15-Apr-14,USA,4.3,89 min
Aftermath (2015), Horror| Thriller,27-Mar-15,USA,4.7,92 min
Minutes Past Midnight (2016), Horror| Thriller,18-Oct-16,USA,5,98 min
Dark Signal (2016), Horror| Mystery| Thriller,2-Jun-17,USA,4.3,98 min
I Had a Bloody Good Time at House Harker (2016), Comedy| Horror,8-Oct-16,USA,5.8,80 min
Wtf! (2017), Horror,1-Aug-17,USA,4,80 min
Suburban Gothic (2014), Comedy| Horror,30-Jan-15,USA,5.5,90 min
Poultrygeist: Night of the Chicken Dead (2006), Comedy| Horror| Musical| Sci-Fi,6-Jul-12,USA,6.2,103 min
Halloween Pussy Trap Kill Kill (2017), Horror,27-Oct-17,USA,3.6,86 min
Birdemic 2: The Resurrection (2013), Action| Comedy| Horror,16-Apr-13,USA,1.7,
Charlie's Farm (2014), Comedy| Horror,4-Dec-14,Australia,4.6,93 min
The Bunny Game (2011), Horror,31-Jul-12,USA,3.5,76 min
Never Hike Alone (2017), Horror| Thriller,13-Oct-17,USA,7.8,22 min
When Animals Dream (2014), Drama| Horror| Mystery,28-Aug-15,USA,5.8,84 min
Intruder (2016), Horror| Thriller,24-Jun-16,USA,3.4,88 min
Krampus: The Christmas Devil (2013), Action| Horror| Thriller,17-Aug-13,USA,1.7,82 min
Dead 7 (2016), Comedy| Horror| Western,1-Apr-16,USA,3.1,89 min
The Terror of Hallow's Eve (2017), Drama| Fantasy| Horror| Thriller,2017,USA,5.6,80 min
The Keeping Hours (2017), Drama| Horror| Romance| Thriller,15-Jun-17,USA,7.7,
Terrifier (2017), Horror| Thriller,1-Sep-17,USA,7.8,82 min
The Sublet (2015), Drama| Horror| Mystery| Thriller,11-Apr-16,USA,4.9,82 min
Exists (2014), Action| Adventure| Horror,3-Oct-14,USA,5.2,81 min
ABCs of Death 2 (2014), Comedy| Horror,2-Oct-14,USA,5.4,125 min
Come Back to Me (2014), Fantasy| Horror| Mystery| Thriller,25-Jul-14,USA,5.9,90 min
Childish Games (2012), Horror| Thriller,9-Mar-12,Spain,5.5,95 min
Blood Feast (2016), Horror,23-Jun-17,USA,8.2,90 min
Scorned (2013), Comedy| Crime| Horror| Thriller,4-Feb-14,USA,4.7,
Strip Club Massacre (2017), Horror| Thriller,2-May-17,USA,3.2,101 min
The Boy (2015), Drama| Horror| Thriller,14-Mar-15,USA,5.5,105 min
Kiss of the Damned (2012), Drama| Horror| Romance,28-Mar-13,USA,5.6,
[REC] 3: Genesis (2012), Horror| Romance,30-Mar-12,Spain,5,80 min
The Bride (2017), Horror| Mystery| Thriller,19-Jan-17,Russia,4.8,
Jeruzalem (2015), Horror,7-Jul-16,Israel,4.7,94 min
Bed of the Dead (2016), Horror,3-Dec-16,USA,4.8,88 min
The Hive (2015), Horror| Sci-Fi| Thriller,14-Sep-15,USA,5.2,93 min
Nosferatu (2017), Horror,31-Oct-17,USA,,
The Blackburn Asylum (2015), Horror,2-Aug-16,USA,3.9,84 min
Peelers (2016), Horror,28-Mar-17,USA,4.4,95 min
Carnage Park (2016), Action| Crime| Horror| Thriller,1-Jul-16,USA,4.9,90 min
The Harvest (2013), Drama| Horror| Mystery| Thriller,10-Apr-15,USA,6,104 min
Journey to the West (2013), Action| Adventure| Comedy| Drama| Fantasy| Horror| Romance,7-Feb-13,China,6.8,110 min
Dead Story (2017), Horror,20-Jan-17,USA,5,81 min
Honeymoon (2015), Horror| Thriller,21-Oct-16,Mexico,4.7,96 min
All Cheerleaders Die (2013), Fantasy| Horror,8-May-14,USA,5.1,89 min
Dead Snow 2: Red vs. Dead (2014), Action| Comedy| Horror,7-Oct-14,USA,6.9,100 min
Disaster L.A. (2014), Action| Horror| Sci-Fi,23-Sep-14,USA,3.5,82 min
#Horror (2015), Drama| Horror| Mystery| Thriller,20-Nov-15,USA,3.1,101 min
The Curse of Downers Grove (2015), Drama| Horror| Mystery| Thriller,21-Aug-15,USA,4.5,89 min
Dark House (2014), Horror| Thriller,4-Mar-14,USA,4.7,102 min
Escape from Tomorrow (2013), Drama| Fantasy| Horror,19-Jul-14,Japan,5.2,90 min
The Rizen (2017), Action| Horror| Sci-Fi,19-Jun-17,UK,4.2,94 min
Potato Salad (2015), Comedy| Horror,23-Jul-15,Germany,1.3,81 min
Halloween: The Return of Laurie Strode (2017), Horror,18-Sep-17,USA,9.1,
Anomalous (2016), Fantasy| Horror| Thriller,8-Apr-16,USA,4.5,100 min
Demon (2015), Comedy| Horror| Thriller,9-Sep-16,USA,6.1,94 min
Vampyres (2015), Horror,29-May-15,Spain,3.3,76 min
The Windmill (2016), Drama| Horror,25-Oct-16,USA,4.8,85 min
Nothing Left to Fear (2013), Horror,26-Sep-13,Russia,4.4,100 min
The Charnel House (2016), Horror| Thriller,4-Nov-16,USA,4.7,90 min
The Haunting in Connecticut 2: Ghosts of Georgia (2013), Drama| Horror| Mystery| Thriller,14-Mar-13,Singapore,5.3,101 min
Alleluia! The Devil's Carnival (2016), Horror| Musical,29-Mar-16,USA,7,97 min
Don't Let Me Go (2013), Adventure| Fantasy| Horror,1-Oct-16,USA,6.8,96 min
The Evil in Us (2016), Horror,29-Aug-17,USA,5.7,90 min
7 Witches (2017), Horror| Thriller,14-Apr-17,USA,3.6,75 min
Fanged Up (2017), Comedy| Horror,25-Aug-17,UK,5.8,
Restoration (2016), Horror,3-May-16,USA,4,92 min
The Atticus Institute (2015), Horror,5-Jan-15,USA,5.5,83 min
Open Grave (2013), Horror| Mystery| Thriller,3-Jan-14,USA,6.3,102 min
Puppet Master: Axis Termination (2017), Fantasy| Horror| Sci-Fi| War,15-Sep-17,USA,5.6,
Child Eater (2016), Horror,28-Oct-16,Iceland,5.2,82 min
Halloween Awakening: The Legacy of Michael Myers (2012), Horror,31-Oct-12,USA,5.9,47 min
Jack & Diane (2012), Drama| Horror| Romance,20-Apr-12,USA,4.5,110 min
Banshee Chapter (2013), Horror| Sci-Fi| Thriller,12-Dec-13,USA,5.5,87 min
[REC] 4: Apocalypse (2014), Action| Horror,31-Oct-14,Spain,5.4,95 min
Cyborg X (2016), Action| Horror| Sci-Fi,2016,USA,4.6,90 min
Wildling (2017), Drama| Fantasy| Horror| Mystery,2017,USA,,92 min
Patrick (2013), Horror,14-Mar-14,USA,4.9,96 min
Man Vs. (2015), Horror| Sci-Fi| Thriller,13-Nov-15,Canada,5.5,87 min
Road Games (2015), Horror| Mystery| Thriller,4-Mar-16,USA,5.7,95 min
Alien Uprising (2012), Comedy| Horror| Sci-Fi,14-Dec-13,UK,3.1,101 min
Rigor Mortis (2013), Action| Horror,6-Jun-14,USA,6.3,103 min
The Grinn (2017), Drama| Horror| Thriller,6-Oct-17,USA,5.2,96 min
ClownTown (2016), Horror| Thriller,30-Sep-16,USA,3.9,86 min
Backtrack (2015), Drama| Horror| Mystery| Thriller,29-Jan-16,UK,5.9,90 min
The Stakelander (2016), Action| Horror,7-Feb-17,USA,5.3,81 min
A Field in England (2013), Drama| History| Horror| Mystery,5-Jul-13,UK,6.3,90 min
Stung (2015), Comedy| Horror,29-Oct-15,Germany,5,87 min
Something Wicked (2014), Drama| Horror| Mystery| Thriller,11-Apr-14,USA,4.8,
Residue (2015), Horror| Mystery,31-Mar-15,USA,5.4,102 min
Replace (2017), Horror| Thriller,2-Sep-17,Germany,5.6,101 min
L.A. Slasher (2015), Crime| Drama| Horror,24-Jun-16,USA,3.5,86 min
Jug Face (2013), Drama| Horror| Thriller,8-Jul-13,USA,5.2,
Kuso (2017), Drama| Horror,21-Jul-17,USA,5.1,105 min
The Girl in the Photographs (2015), Crime| Horror| Thriller,1-Apr-16,USA,4.5,95 min
The Bunnyman Massacre (2014), Horror,18-Apr-14,USA,4.1,
The Barrens (2012), Horror,30-Nov-12,Germany,4.6,94 min
Reichsführer-SS (2015), Horror| Thriller| War,21-Nov-15,USA,5.1,93 min
Dobaara: See Your Evil (2017), Horror| Mystery,2-Jun-17,USA,4.4,106 min
Johnny Frank Garrett's Last Word (2016), Crime| Drama| Horror| Thriller,21-Apr-17,Poland,5,95 min
Even Lambs Have Teeth (2015), Horror| Thriller,2015,USA,4.9,78 min
Into the Grizzly Maze (2015), Action| Horror| Thriller,13-Aug-15,Kuwait,5.3,94 min
Bastard (2015), Horror,16-Oct-15,USA,4.6,82 min
Resident Evil: Damnation (2012), Animation| Action| Horror| Sci-Fi| Thriller,27-Oct-12,Japan,6.5,100 min
Thanatomorphose (2012), Horror,21-Jan-14,USA,4.7,100 min
Hostile (2017), Drama| Horror,13-Sep-17,USA,6.5,83 min
The Abandoned (2015), Horror| Mystery| Thriller,13-Jun-15,USA,5,86 min
Night of the Living Deb (2015), Comedy| Horror| Romance,8-Oct-15,USA,5.5,85 min
Hell Baby (2013), Comedy| Horror,1-Mar-14,UK,4.9,98 min
The Promise (2017), Drama| Horror| Thriller,7-Sep-17,Thailand,6.8,114 min
Alpha Delta Zatan (2017), Horror| Mystery| Thriller,24-Oct-17,USA,,
The Lodgers (2017), Horror,8-Sep-17,Canada,6.3,92 min
Dark Touch (2013), Horror,19-Mar-14,France,4.8,90 min
Totem (2017), Horror,31-Oct-17,USA,,89 min
Harbinger Down (2015), Horror| Sci-Fi,7-Aug-15,USA,4.5,82 min
Blood Brothers (2015), Drama| Horror| Thriller,3-Oct-15,USA,3.6,98 min
Happy Birthday (2016), Horror| Thriller,2016,USA,5.1,90 min
Angelica (2015), Drama| Horror| Thriller,10-Oct-15,USA,6.1,95 min
Jaws 19 (2015), Action| Horror| Sci-Fi| Thriller,16-Sep-15,Russia,4.8,63 min
Trash Fire (2016), Comedy| Drama| Horror| Romance,3-Nov-16,USA,5.8,91 min
Attack of the Lederhosen Zombies (2016), Comedy| Horror,13-Jan-17,USA,4.5,78 min
The Bay (2012), Horror| Sci-Fi| Thriller,21-Nov-12,Belgium,5.6,84 min
Bad Blood: The Movie (2016), Fantasy| Horror| Sci-Fi,1-Apr-16,USA,4.3,80 min
Dr. Jekyll and Mr. Hyde (2017), Horror,2017,USA,7.2,83 min
The Axe Murders of Villisca (2016), Horror,5-May-17,Mexico,4.2,78 min
The Barn (2016), Horror,2016,USA,5.9,90 min
Don't Fuck in the Woods (2016), Horror,25-Oct-16,USA,2.6,73 min
Black Rock (2012), Horror| Thriller,17-May-13,USA,4.7,
The Jungle (2013), Horror| Thriller,2013,Australia,4,84 min
Alien Abduction (2014), Horror| Sci-Fi| Thriller,1-May-14,Singapore,4.9,85 min
Afflicted (2013), Horror| Mystery| Thriller,27-Jan-15,Japan,6.3,85 min
Static (2012), Drama| Horror| Mystery| Thriller,1-Nov-12,USA,5.4,83 min
Tigers Are Not Afraid (2017), Fantasy| Horror,24-Sep-17,USA,7.4,
The Revenant (2009), Comedy| Fantasy| Horror,24-Aug-12,USA,6.3,117 min
Raze (2013), Action| Drama| Horror,16-Jan-14,Kuwait,5.2,87 min
Awaken (2015), Action| Horror| Mystery| Thriller,7-Jul-15,USA,3.4,89 min
Vamp U (2011), Action| Comedy| Horror,27-Feb-13,USA,4,100 min
Tonight She Comes (2016), Horror,29-Oct-16,USA,3.9,84 min
Anabel (2015), Horror| Mystery,11-Oct-15,Spain,4.6,75 min
Belladonna of Sadness (1973), Animation| Drama| Fantasy| Horror,12-Jul-16,USA,7.4,86 min
Contracted: Phase II (2015), Drama| Horror| Thriller,4-Sep-15,USA,5.1,78 min
Truth or Die (2012), Horror| Mystery,6-Aug-12,UK,5.6,96 min
The Wicked Within (2015), Horror,16-Oct-15,USA,4.6,84 min
The Lost Tree (2016), Drama| Horror| Thriller,18-Mar-16,USA,7.8,88 min
Cockneys vs Zombies (2012), Action| Comedy| Crime| Fantasy| Horror,2-Aug-13,USA,5.9,88 min
Knights of the Damned (2017), Action| Fantasy| Horror,25-Sep-17,UK,4.4,84 min
Anna (2017), Horror,1-Mar-17,USA,4.9,
Witching and Bitching (2013), Comedy| Horror,27-Sep-13,Spain,6.4,110 min
Extraterrestrial (2014), Horror| Sci-Fi,17-Oct-14,USA,5,101 min
Moebius (2013), Drama| Horror,29-Aug-14,USA,6.5,89 min
The Forgotten (2014), Horror,15-Nov-15,Mexico,5.2,89 min
Sadako vs. Kayako (2016), Horror,18-Jun-16,Japan,5.2,98 min
The Tortured (2010), Horror| Thriller,28-Sep-12,Norway,5.5,79 min
Resurrection (2015), Horror,7-Jan-16,Argentina,5.3,
The Devil's Hand (2014), Horror| Thriller,6-Nov-14,Mexico,4.9,86 min
The Last Exorcism Part II (2013), Drama| Horror| Thriller,1-Mar-13,USA,4,88 min
Hell (2011), Horror| Sci-Fi| Thriller,10-Jul-12,USA,5.9,
Shelley (2016), Drama| Horror,29-Jul-16,USA,5.2,92 min
Zoombies (2016), Action| Horror| Sci-Fi,1-Mar-16,USA,3.4,87 min
Avenged (2013), Action| Fantasy| Horror| Thriller,6-Mar-15,USA,5.6,95 min
Little Monsters (2012), Crime| Drama| Horror| Thriller,1-May-13,USA,4.8,107 min
The House on Pine Street (2015), Drama| Horror,17-Feb-16,Kuwait,5.3,111 min
Estranged (2015), Horror| Thriller,29-Aug-15,UK,5.5,101 min
Revelator (2017), Horror,25-Aug-17,USA,8.1,109 min
The Devil's Carnival (2012), Horror| Musical,30-Mar-12,USA,6.5,56 min
The Houses October Built (2014), Horror| Thriller,10-Oct-14,USA,5.1,91 min
Deathgasm (2015), Comedy| Horror| Music,2-Oct-15,USA,6.3,86 min
Deliver Us from Evil (2014), Horror| Mystery| Thriller,2-Jul-14,USA,6.2,118 min
Southbound (2015), Fantasy| Horror| Thriller,9-Feb-16,USA,5.9,89 min
Zombies (2017), Action| Horror,29-Sep-17,USA,2.9,82 min
Creep (2014), Horror| Thriller,23-Jun-15,USA,6.2,77 min
The Dead Room (2015), Horror| Thriller,8-Apr-16,USA,4.8,80 min
Howl (2015), Comedy| Fantasy| Horror,16-Oct-15,UK,5.3,89 min
Horror Story (2013), Horror,2-May-14,USA,4.7,91 min
The Little Vampire 3D (2017), Animation| Adventure| Comedy| Family| Fantasy| Horror,4-Oct-17,Netherlands,6.2,83 min
Ouija: Origin of Evil (2016), Horror| Thriller,21-Oct-16,USA,6.1,99 min
The Atoning (2017), Drama| Horror| Thriller,5-Sep-17,USA,4.1,89 min
Berberian Sound Studio (2012), Drama| Horror| Thriller,31-Aug-12,UK,6.2,92 min
Lake Alice (2017), Horror,18-Jul-17,USA,4.3,80 min
Dead Awake (2016), Horror| Thriller,12-May-17,USA,4.7,99 min
Ghost House (2017), Horror| Thriller,25-Aug-17,USA,4.6,89 min
Double Date (2017), Comedy| Horror,13-Oct-17,UK,7,89 min
Tag (2015), Action| Fantasy| Horror| Mystery,11-Jul-15,Japan,6.2,85 min
